IndicatorAcronym	ModelStockAbbrev	CWTIndicatorName	ModCWT	JuvenileLifeHistory	AdultRunTiming	GeographicLocation	BroodYear	OceanEntryYear	FirstMatureAGe	FinalMatureAge	CompleteBY	OldestAgeinCohort	N_Ages_Missing	Age2COHSR	TM_OcnER	TM_TermHR	TM_TotalER	stkyr	mod.ER	mod.ocnER
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	1993	1994	2	6	Y	6	0	0.02996911	0.4115863	0.2763985	0.574223	WCN1993	0.514211721	0.2357819
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	1994	1995	2	6	Y	6	0	0.01772678	0.253973	0.1500316	0.3659006	WCN1994	0.46232514	0.232197898
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	1995	1996	2	6	Y	6	0	0.00536078	0.3999982	0.1401691	0.4840999	WCN1995	0.425205653	0.197764185
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	1996	1997	2	6	Y	6	0	0.00705635	0.4334322	0.2546807	0.5777261	WCN1996	0.420412827	0.168510369
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	1997	1998	2	6	Y	6	0	0.02063758	0.3383825	0.2871805	0.5283861	WCN1997	0.472472069	0.187331102
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	1998	1999	2	6	Y	6	0	0.03388029	0.4678561	0.3929863	0.6769814	WCN1998	0.434828164	0.196248952
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	1999	2000	2	6	Y	6	0	0.04412166	0.4534813	0.330236	0.6339614	WCN1999	0.392421178	0.229104488
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	2000	2001	2	6	Y	6	0	0.03121811	0.399959	0.2402882	0.5441418	WCN2000	0.396576947	0.252340117
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	2001	2002	2	6	Y	6	0	0.04136843	0.3304642	0.2773503	0.5161601	WCN2001	0.427176843	0.274276339
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	2002	2003	2	6	Y	6	0	0.00820022	0.6282563	0.4811133	0.8071071	WCN2002	0.466908963	0.290594408
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	2003	2004	2	6	Y	6	0	0.01030744	0.5099821	0.2935191	0.6538118	WCN2003	0.462239421	0.274408403
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	2004	2005	2	6	Y	6	0	0.02699382	0.4275953	0.2724187	0.5835291	WCN2004	0.482529863	0.272257382
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	2005	2006	2	6	Y	6	0	0.0410464	0.3288454	0.3106216	0.5373205	WCN2005	0.517206114	0.259843564
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	2006	2007	2	6	N	5	1	0.02583257	0.4632829	0.3800851	0.6672811	WCN2006	0.497819129	0.252135264
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	2007	2008	2	6	N	4	2	0.0278157	0.6071376	0.3477394	0.7437513	WCN2007	0.529350216	0.242641595
QUE	WCN	'Queets Fall Fingerling'	WCN.QUE	oceantype	Fall	WACST	2008	2009	2	6	N	3	3	0.00055041	NA	NA	NA	WCN2008	NA	NA
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1985	1986	2	6	Y	6	0	0.00271129	0.4943753	0.08132277	0.5354941	WCN1985	0.653828913	0.293319527
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1986	1987	2	6	Y	6	0	0.00197968	0.5152948	0.0698937	0.5491726	WCN1986	0.65202328	0.303923314
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1987	1988	2	6	Y	6	0	0.00959399	0.478269	0.04872983	0.5036929	WCN1987	0.644621391	0.306141977
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1989	1990	2	6	Y	6	0	0.01551229	0.4397118	0.02478545	0.4535989	WCN1989	0.654553585	0.315158742
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1990	1991	2	6	Y	6	0	0.00457039	0.3953829	0.04889166	0.4249436	WCN1990	0.643419642	0.320091531
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1991	1992	2	6	Y	6	0	0.0006966	0.384907	0.00172927	0.3859707	WCN1991	0.572713084	0.247746279
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1992	1993	2	6	Y	6	0	0.00462181	0.2592842	0.1317074	0.3568419	WCN1992	0.492015564	0.229026279
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1993	1994	2	6	Y	6	0	0.00500936	0.2890069	0.1661389	0.4071305	WCN1993	0.514211721	0.2357819
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1994	1995	2	6	Y	6	0	0.00218757	0.4294857	0.00038917	0.4297077	WCN1994	0.46232514	0.232197898
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1995	1996	2	6	Y	6	0	0.00371572	0.2300743	0.02667834	0.2506147	WCN1995	0.425205653	0.197764185
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1996	1997	2	6	Y	6	0	0.00112781	0.329241	0	0.329241	WCN1996	0.420412827	0.168510369
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1997	1998	2	6	Y	6	0	0.00261408	0.1649688	0.00000054	0.1649692	WCN1997	0.472472069	0.187331102
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1998	1999	2	6	Y	6	0	0.00859306	0.3077454	0.07014027	0.3563004	WCN1998	0.434828164	0.196248952
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	1999	2000	2	6	Y	6	0	0.00957303	0.3367673	0.2397837	0.4957998	WCN1999	0.392421178	0.229104488
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	2000	2001	2	6	Y	6	0	0.01204149	0.3616029	0.07652403	0.4104556	WCN2000	0.396576947	0.252340117
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	2001	2002	2	6	Y	6	0	0.0083555	0.5896001	0.04154955	0.6066521	WCN2001	0.427176843	0.274276339
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	2002	2003	2	6	Y	6	0	0.00102151	0.5224223	0.00364919	0.5241651	WCN2002	0.466908963	0.290594408
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	2003	2004	2	6	Y	6	0	0.00056529	0.5074698	0	0.5074698	WCN2003	0.462239421	0.274408403
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	2004	2005	2	6	Y	6	0	0.00011494	0.1300714	0.00017909	0.1302272	WCN2004	0.482529863	0.272257382
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	2005	2006	2	6	Y	6	0	0.0060093	0.4710805	0.00016247	0.4711665	WCN2005	0.517206114	0.259843564
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	2006	2007	2	6	N	5	1	0.00119177	0.2643665	0.00001317	0.2643762	WCN2006	0.497819129	0.252135264
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	2007	2008	2	6	N	4	2	0.01906953	0.2556443	0.00422712	0.2587908	WCN2007	0.529350216	0.242641595
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	2008	2009	2	6	N	3	3	0.01111658	NA	NA	NA	WCN2008	NA	NA
SOO	WCN	'Sooes Fall Fingerling'	WCN.SOO	oceantype	Fall	WACST	2009	2010	2	6	N	2	4	0.00730952	NA	NA	NA	WCN2009	NA	NA
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1975	1977	3	6	Y	6	0	0.03321137	0.1037257	0.144581	0.23331	WSH1975	NA	NA
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1976	1978	3	6	Y	6	0	0.04719955	0.1526766	0.110709	0.2464829	WSH1976	0.659907515	0.30538589
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1977	1979	3	6	Y	6	0	0.05003652	0.1645524	0.2403446	0.3653478	WSH1977	0.659664535	0.300359589
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1978	1980	3	6	Y	6	0	0.02497294	0.208641	0.3202688	0.4620886	WSH1978	0.647685585	0.278296288
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1979	1981	3	6	Y	6	0	0.03419923	0.2594968	0.4008811	0.5563506	WSH1979	0.73727394	0.330170114
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1980	1982	3	6	Y	6	0	0.03977992	0.1297517	0.4083409	0.4851096	WSH1980	0.775620334	0.345694149
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1981	1983	3	6	Y	6	0	0.06165384	0.1672182	0.3922476	0.4938749	WSH1981	0.695888188	0.27694734
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1982	1984	3	6	Y	6	0	0.00591078	0.1498633	0.4050629	0.4942221	WSH1982	0.679286828	0.247228362
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1983	1985	3	6	Y	6	0	0.02966583	0.2875823	0.6702918	0.76511	WSH1983	0.708690551	0.225343662
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1984	1986	3	6	Y	6	0	0.0432998	0.1752406	0.4434242	0.5409588	WSH1984	0.609985419	0.222624455
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1985	1987	3	6	Y	6	0	0.05019043	0.1080865	0.4532569	0.5123525	WSH1985	0.66443604	0.242270913
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1986	1988	3	6	Y	6	0	0.06440482	0.1561397	0.4624482	0.5463813	WSH1986	0.733373271	0.247903279
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1987	1989	3	6	Y	6	0	0.04397886	0.1147248	0.5384908	0.5914373	WSH1987	0.59416244	0.24882708
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1988	1990	3	6	Y	6	0	0.03138744	0.1163641	0.484849	0.5447941	WSH1988	0.584732324	0.243646397
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1989	1991	3	6	Y	6	0	0.02868354	0.1586053	0.5298582	0.6044252	WSH1989	0.611703619	0.250837594
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1990	1992	3	6	Y	6	0	0.017758	0.06976485	0.444876	0.4836042	WSH1990	0.563874173	0.238464495
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1991	1993	3	6	Y	6	0	0.017523	0.08136921	0.4597301	0.5036915	WSH1991	0.61987999	0.191735736
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1992	1994	3	6	Y	6	0	0.01094501	0.04683243	0.245932	0.2812468	WSH1992	0.388594036	0.136977709
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1993	1995	3	6	Y	6	0	0.01316395	0.06622407	0.1923328	0.2458198	WSH1993	0.546979753	0.162141325
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1994	1996	3	6	Y	6	0	0.01451982	0.06298143	0.1484267	0.20206	WSH1994	0.519435368	0.17454007
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1995	1997	3	6	Y	6	0	0.01537705	0.06424169	0.3047123	0.3493787	WSH1995	0.385334238	0.146341096
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1996	1998	3	6	Y	6	0	0.02566123	0.05931203	0.4313802	0.4651062	WSH1996	0.390933526	0.123954249
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1997	1999	3	6	Y	6	0	0.02806764	0.03969562	0.3131568	0.3404215	WSH1997	0.338311199	0.100970459
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1998	2000	3	6	Y	6	0	0.07429257	0.07426279	0.2191975	0.2771821	WSH1998	0.351885592	0.142291293
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	1999	2001	3	6	Y	6	0	0.0347143	0.1121331	0.2789344	0.3597897	WSH1999	0.406314378	0.157789618
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	2000	2002	3	6	Y	6	0	0.03738091	0.1196791	0.2838286	0.3695393	WSH2000	0.369305008	0.178226328
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	2001	2003	3	6	Y	6	0	0.01064539	0.1195298	0.2974014	0.3813829	WSH2001	0.430044416	0.212739707
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	2002	2004	3	6	Y	6	0	0.01613294	0.09599099	0.3652145	0.4261482	WSH2002	0.392300725	0.216646538
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	2003	2005	3	6	Y	6	0	0.0074458	0.07100316	0.1944432	0.2516403	WSH2003	0.370133875	0.222327033
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	2004	2006	3	6	Y	6	0	0.01140407	0.02829089	0.458733	0.4740459	WSH2004	0.326651718	0.171547643
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	2005	2007	3	6	Y	6	0	0.01607063	0.05015566	0.3444653	0.377344	WSH2005	0.367816606	0.161424076
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	2006	2008	3	6	N	5	1	0.04276509	0.07468782	0.3902718	0.435811	WSH2006	0.360813027	0.153850127
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	2007	2009	3	6	N	4	2	0.03061739	0.08459044	0.5373999	0.5765314	WSH2007	NA	NA
WSH	WSH	'Willamette Spring'	WSH.WSH	streamtype	Spring	LCOLR	2008	2010	3	6	N	3	3	0.06444281	NA	NA	NA	WSH2008	NA	NA
