IndicatorAcronym	ModelStockAbbrev	CWTIndicatorName	ModCWT	JuvenileLifeHistory	AdultRunTiming	GeographicLocation	BroodYear	OceanEntryYear	FirstMatureAGe	FinalMatureAge	CompleteBY	OldestAgeinCohort	N_Ages_Missing	Age2COHSR	TM_OcnER	TM_TermHR	TM_TotalER	stkyr	mod.ER	mod.ocnER
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1976	1978	3	6	Y	6	0	0.2554101	0.622833	0.669486	0.8753411	AKS1976	0.48194416	0.467028466
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1977	1979	3	6	Y	6	0	0.02432839	0.5220818	0.2096615	0.6222829	AKS1977	0.479556177	0.463961209
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1978	1980	3	6	Y	6	0	0.06905931	0.5003135	0.1306387	0.5655919	AKS1978	0.531917804	0.521352617
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1979	1981	3	6	Y	6	0	0.1860081	0.3970767	0.05727362	0.4316083	AKS1979	0.386701156	0.372976263
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1980	1982	3	6	Y	6	0	0.1475575	0.3969162	0.05732391	0.4314874	AKS1980	0.378210358	0.347295283
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1981	1983	3	6	Y	6	0	0.171047	0.4288818	0.1323816	0.5044873	AKS1981	0.334914745	0.310324581
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1982	1984	3	6	Y	6	0	0.2339052	0.5239199	0.1805303	0.6098668	AKS1982	0.365872598	0.35294707
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1983	1985	3	6	Y	6	0	0.1532942	0.4178823	0.153149	0.5070331	AKS1983	0.331848284	0.310806743
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1984	1986	3	6	Y	6	0	0.1041681	0.4567193	0.1832653	0.5562838	AKS1984	0.35097228	0.326313612
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1985	1987	3	6	Y	6	0	0.05825923	0.4368443	0.1902942	0.5440096	AKS1985	0.36840083	0.354491662
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1986	1988	3	6	Y	6	0	0.125112	0.6055596	0.3247234	0.7336436	AKS1986	0.411435041	0.390602887
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1987	1989	3	6	Y	6	0	0.06283178	0.458355	0.2257004	0.5806045	AKS1987	0.409943078	0.363465455
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1988	1990	3	6	Y	6	0	0.04465646	0.5795776	0.209454	0.6676368	AKS1988	0.395167785	0.37557047
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1989	1991	3	6	Y	6	0	0.03246916	0.4464162	0.217377	0.5667526	AKS1989	0.380273121	0.345051379
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1990	1992	3	6	Y	6	0	0.0417969	0.5201088	0.4048082	0.7143726	AKS1990	0.435102199	0.409181765
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1991	1993	3	6	Y	6	0	0.05212246	0.5200856	0.3599575	0.6928344	AKS1991	0.427380248	0.418746304
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1992	1994	3	6	Y	6	0	0.04621797	0.4830766	0.4424991	0.7118148	AKS1992	0.44498228	0.433572478
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1993	1995	3	6	Y	6	0	0.03011145	0.5145201	0.4622846	0.73895	AKS1993	0.463941654	0.453056115
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1994	1996	3	6	Y	6	0	0.05036007	0.3930791	0.2920914	0.5703555	AKS1994	0.395836793	0.383934009
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1995	1997	3	6	Y	6	0	0.04445272	0.4008723	0.2593862	0.5562777	AKS1995	0.302577074	0.291836211
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1996	1998	3	6	Y	6	0	0.100645	0.3395104	0.2196816	0.4846078	AKS1996	0.287048381	0.273979689
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1997	1999	3	6	Y	6	0	0.03694993	0.2779919	0.1299926	0.3718476	AKS1997	0.275698925	0.263924731
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1998	2000	3	6	Y	6	0	0.05923241	0.2942769	0.1487804	0.3992746	AKS1998	0.293555037	0.278380479
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	1999	2001	3	6	Y	6	0	0.06803773	0.2616788	0.1746318	0.3906131	AKS1999	0.341780594	0.318172724
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	2000	2002	3	6	Y	6	0	0.07472598	0.3614543	0.2451533	0.5179959	AKS2000	0.318662621	0.308340187
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	2001	2003	3	6	Y	6	0	0.08532412	0.482459	0.2976946	0.6365283	AKS2001	0.425275468	0.408767254
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	2002	2004	3	6	Y	6	0	0.07947117	0.4453081	0.3206888	0.6231915	AKS2002	0.479526543	0.458762235
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	2003	2005	3	6	Y	6	0	0.1024305	0.3361551	0.2573559	0.5069995	AKS2003	0.383059282	0.372728256
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	2004	2006	3	6	Y	6	0	0.06710218	0.2783635	0.1784702	0.4071541	AKS2004	0.347128522	0.331651454
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	2005	2007	3	6	Y	6	0	0.0613195	0.3054873	0.2111399	0.4521267	AKS2005	0.32062414	0.314907153
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	2006	2008	3	6	N	5	1	0.0418582	0.2634516	0.1860336	0.4004744	AKS2006	0.332276863	0.320519374
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	2007	2009	3	6	N	4	2	0.04946677	0.3386124	0.1795232	0.4573468	AKS2007	NA	NA
AKS	AKS	'Alaska Spring'	AKS.AKS	streamtype	Spring	SEAK	2008	2010	3	6	N	3	3	0.0673359	NA	NA	NA	AKS2008	NA	NA
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1977	1978	2	5	Y	5	0	0.01106378	0.6308594	0.3925969	0.7757828	CWF1977	0.737571352	0.62432674
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1978	1979	2	5	Y	5	0	0.00821306	0.6152844	0.2439962	0.7091535	CWF1978	0.713504896	0.587877802
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1979	1980	2	5	Y	5	0	0.00443041	0.6187451	0.2761471	0.7240275	CWF1979	0.672477028	0.568187133
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1980	1981	2	5	Y	5	0	0.01301847	0.5025777	0.2557501	0.6297935	CWF1980	0.641426402	0.54219941
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1981	1982	2	5	Y	5	0	0.00660823	0.4224642	0.2414753	0.5619249	CWF1981	0.58107025	0.486514304
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1982	1983	2	5	Y	5	0	0.00940086	0.4540935	0.4748819	0.7133347	CWF1982	0.602350086	0.448528976
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1983	1984	2	5	Y	5	0	0.02767563	0.3837357	0.5848395	0.7441515	CWF1983	0.65927752	0.355364086
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1984	1985	2	5	Y	5	0	0.03603216	0.4048938	0.5078982	0.7071472	CWF1984	0.705607929	0.458803513
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1985	1986	2	5	Y	5	0	0.00750494	0.5102116	0.4596784	0.7353568	CWF1985	0.669027823	0.515722787
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1986	1987	2	5	Y	5	0	0.00479059	0.419544	0.172422	0.5196273	CWF1986	0.634539313	0.512500556
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1987	1988	2	5	Y	5	0	0.00142404	0.366275	0.1498018	0.4612081	CWF1987	0.581204299	0.499777969
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1988	1989	2	5	Y	5	0	0.00351201	0.4951411	0.06993281	0.5304474	CWF1988	0.590654735	0.527030025
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1989	1990	2	5	Y	5	0	0.0025916	0.6401502	0.1723828	0.7021821	CWF1989	0.576544467	0.511252546
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1990	1991	2	5	Y	5	0	0.00539028	0.236697	0.210409	0.3973028	CWF1990	0.438439125	0.369174808
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1991	1992	2	5	Y	5	0	0.00212793	0.1122234	0.04026069	0.1479659	CWF1991	0.259203571	0.215341243
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1992	1993	2	5	Y	5	0	0.00348423	0.1771279	0.00111147	0.1780425	CWF1992	0.261357555	0.212123404
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1993	1994	2	5	Y	5	0	0.00362023	0.2581052	0.06507497	0.3063839	CWF1993	0.278981617	0.191011527
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1994	1995	2	5	Y	5	0	0.00063092	0.469025	0.0903196	0.5169825	CWF1994	0.266554168	0.195342558
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1995	1996	2	5	Y	5	0	0.00228833	0.2144442	0.1266108	0.3139041	CWF1995	0.30763669	0.230397168
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1996	1997	2	5	Y	5	0	0.0013871	0.4714213	0.2623805	0.61011	CWF1996	0.341734697	0.257641806
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1997	1998	2	5	Y	5	0	0.00195545	0.3312477	0.03852283	0.3570099	CWF1997	0.290954652	0.217921623
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1998	1999	2	5	Y	5	0	0.00502846	0.4788921	0.0940072	0.52788	CWF1998	0.308566503	0.230044213
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	1999	2000	2	5	Y	5	0	0.01286697	0.4935342	0.1909289	0.5902331	CWF1999	0.363520371	0.309563536
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	2000	2001	2	5	Y	5	0	0.00172157	0.3699784	0.3646363	0.5997072	CWF2000	0.391601363	0.31306889
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	2001	2002	2	5	Y	5	0	0.00398902	0.3471518	0.2748398	0.5265805	CWF2001	0.492880035	0.409831096
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	2002	2003	2	5	Y	5	0	0.0014011	0.3682579	0.07277256	0.4142313	CWF2002	0.506218237	0.410183737
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	2003	2004	2	5	Y	5	0	0.00156705	0.3704525	0.1654519	0.4746123	CWF2003	0.453529506	0.333199335
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	2004	2005	2	5	Y	5	0	0.00498315	0.302338	0.01224599	0.3108816	CWF2004	0.364820787	0.235646243
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	2005	2006	2	5	Y	5	0	0.00447349	0.3053181	0.1532759	0.411796	CWF2005	0.334616707	0.222727496
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	2006	2007	2	5	Y	5	0	0.0066513	0.1880766	0.08271928	0.2552383	CWF2006	0.358655331	0.215054548
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	2007	2008	2	5	N	4	1	0.0226493	0.1813176	0.02914996	0.2051822	CWF2007	0.433760765	0.318005051
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	2008	2009	2	5	N	3	2	0.01004973	0.1134891	0.03218981	0.1420257	CWF2008	NA	NA
CWF	CWF	'Cowlitz Fall Tule'	CWF.CWF	oceantype	Fall	LCOLR	2009	2010	2	5	N	2	3	0.00666016	NA	NA	NA	CWF2009	NA	NA
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1986	1988	3	6	Y	6	0	0.00412051	0.08110792	0.07300206	0.1481889	FRE1986	0.386752936	0.225011248
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1987	1989	3	6	Y	6	0	0.0113145	0.2350332	0.502088	0.6191139	FRE1987	0.391995895	0.218641139
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1988	1990	3	6	Y	6	0	0.02006005	0.1263849	0.6246539	0.672092	FRE1988	0.365521774	0.219598077
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1989	1991	3	6	Y	6	0	0.00836444	0.2405089	0.3837904	0.5319943	FRE1989	0.434030469	0.240577006
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1990	1992	3	6	Y	6	0	0.02520037	0.07466099	0.3191324	0.3699667	FRE1990	0.376208003	0.232341547
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1991	1993	3	6	Y	6	0	0.01695739	0.1298176	0.2404083	0.3390167	FRE1991	0.283484735	0.192325561
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1992	1994	3	6	Y	6	0	0.01812418	0.1226494	0.3941302	0.4684398	FRE1992	0.265928149	0.169702929
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1993	1995	3	6	Y	6	0	0.02544629	0.1069087	0.5487109	0.5969576	FRE1993	0.381939359	0.195531976
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1994	1996	3	6	Y	6	0	0.00156719	0.02751672	0.371833	0.3891181	FRE1994	0.236371078	0.174975993
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1995	1997	3	6	Y	6	0	0.00299149	0.1855946	0.4784727	0.5752653	FRE1995	0.184030839	0.143711511
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1996	1998	3	6	Y	6	0	0.0103903	0.1661261	0.7645897	0.8036975	FRE1996	0.190979315	0.131857165
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1997	1999	3	6	Y	6	0	0.01473331	0.3651378	0.6166863	0.7566486	FRE1997	0.185465274	0.13012659
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	1998	2000	3	6	Y	6	0	0.01443472	0.2472322	0.6174833	0.7120538	FRE1998	0.224378239	0.155921425
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	2000	2002	3	6	Y	6	0	0.00309219	0.03704531	0.7236489	0.7338864	FRE2000	0.28537684	0.182891872
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	2001	2003	3	6	Y	6	0	0.00419149	0.1514906	0.6339915	0.6894383	FRE2001	0.227705248	0.194554962
DOM	FRE	'Dome Creek Spring'	FRE.DOM	streamtype	Spring	UFR	2002	2004	3	6	Y	6	0	0.00421971	0.208643	0.5107706	0.6128449	FRE2002	0.241746685	0.196293896
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1985	1987	2	5	Y	5	0	0.03704415	0.1895045	0.2233051	0.3704922	FRE1985	0.483860778	0.213887403
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1986	1988	2	5	Y	5	0	0.00749449	0.09387507	0.2896177	0.3563049	FRE1986	0.386752936	0.225011248
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1987	1989	2	5	Y	5	0	0.0306749	0.1685746	0.2523049	0.3783473	FRE1987	0.391995895	0.218641139
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1988	1990	2	5	Y	5	0	0.01589662	0.2698621	0.2776135	0.4725583	FRE1988	0.365521774	0.219598077
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1989	1991	2	5	Y	5	0	0.0318503	0.2410702	0.1808666	0.3783353	FRE1989	0.434030469	0.240577006
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1990	1992	2	5	Y	5	0	0.09654061	0.08994761	0.1462674	0.2230586	FRE1990	0.376208003	0.232341547
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1991	1993	2	5	Y	5	0	0.06811906	0.08076974	0.07070128	0.1457605	FRE1991	0.283484735	0.192325561
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1992	1994	2	5	Y	5	0	0.00122775	0.02226191	0.00092281	0.02316418	FRE1992	0.265928149	0.169702929
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1993	1995	2	5	Y	5	0	0.01130498	0.122148	0.1073437	0.2163799	FRE1993	0.381939359	0.195531976
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1994	1996	2	5	Y	5	0	0.02368874	0.04315806	0.150329	0.1869992	FRE1994	0.236371078	0.174975993
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1995	1997	2	5	Y	5	0	0.07419147	0.02495574	0.09367925	0.1162971	FRE1995	0.184030839	0.143711511
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1996	1998	2	5	Y	5	0	0.05625307	0.06546599	0.1717362	0.2259593	FRE1996	0.190979315	0.131857165
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1997	1999	2	5	Y	5	0	0.07448594	0.0554837	0.1294087	0.1777124	FRE1997	0.185465274	0.13012659
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1998	2000	2	5	Y	5	0	0.1446217	0.05221718	0.06407917	0.1129503	FRE1998	0.224378239	0.155921425
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	1999	2001	2	5	Y	5	0	0.07671329	0.07509869	0.09714529	0.1649485	FRE1999	0.247123269	0.161018825
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	2000	2002	2	5	Y	5	0	0.01029974	0.09555183	0.2381561	0.3109517	FRE2000	0.28537684	0.182891872
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	2001	2003	2	5	Y	5	0	0.01541833	0.1181676	0.2679898	0.3544896	FRE2001	0.227705248	0.194554962
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	2002	2004	2	5	Y	5	0	0.0137433	0.07994395	0.2198536	0.2822215	FRE2002	0.241746685	0.196293896
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	2003	2005	2	5	Y	5	0	0.00182236	0.1932278	0.2541166	0.398242	FRE2003	0.233706393	0.194308757
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	2004	2006	2	5	Y	5	0	0.02317709	0.1200364	0.1334967	0.2375087	FRE2004	0.210191047	0.173808819
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	2005	2007	2	5	Y	5	0	0.00434089	0.04263341	0.3673728	0.3943439	FRE2005	0.213759989	0.174080234
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	2006	2008	2	5	Y	5	0	0.04825198	0.05793992	0.04861706	0.1037401	FRE2006	0.207289089	0.163109294
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	2007	2009	2	5	Y	5	0	0.0142873	0.08533622	0.1110306	0.1868919	FRE2007	0.211554319	0.166459294
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	2008	2010	2	5	N	4	1	0.01503623	0.1226064	0.1688363	0.2707423	FRE2008	NA	NA
NIC	FRE	'Nicola River Spring'	FRE.NIC	streamtype	Spring	MFR	2009	2011	2	5	N	3	2	0.04606389	0.4093961	0.4240772	0.6598578	FRE2009	NA	NA
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1984	1985	2	5	Y	5	0	0.06260767	0.2971475	0.1582915	0.4084031	FRE1984	0.356795159	0.212490838
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1985	1986	2	5	Y	5	0	0.05039367	0.1987928	0.1874409	0.3489718	FRE1985	0.483860778	0.213887403
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1986	1987	2	5	Y	5	0	0.04644924	0.5941992	0.2721993	0.704658	FRE1986	0.386752936	0.225011248
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1987	1988	2	5	Y	5	0	0.03497925	0.5976939	0.2892709	0.7140694	FRE1987	0.391995895	0.218641139
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1988	1989	2	5	Y	5	0	0.01247019	0.6685144	0.370241	0.7912439	FRE1988	0.365521774	0.219598077
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1989	1990	2	5	Y	5	0	0.01383559	0.4429448	0.3365621	0.6304284	FRE1989	0.434030469	0.240577006
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1990	1991	2	5	Y	5	0	0.08109082	0.4768999	0.2801039	0.6234223	FRE1990	0.376208003	0.232341547
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1991	1992	2	5	Y	5	0	0.01007711	0.5060974	0.15068	0.5805187	FRE1991	0.283484735	0.192325561
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1992	1993	2	5	Y	5	0	0.02957947	0.3387298	0.1634704	0.4468279	FRE1992	0.265928149	0.169702929
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1993	1994	2	5	Y	5	0	0.01978396	0.3491895	0.2633866	0.5206043	FRE1993	0.381939359	0.195531976
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1994	1995	2	5	Y	5	0	0.03174536	0.566443	0.2235644	0.663371	FRE1994	0.236371078	0.174975993
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1995	1996	2	5	Y	5	0	0.02790411	0.4336568	0.1637556	0.5263987	FRE1995	0.184030839	0.143711511
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1996	1997	2	5	Y	5	0	0.03015388	0.2963045	0.07974649	0.3524217	FRE1996	0.190979315	0.131857165
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1997	1998	2	5	Y	5	0	0.0073782	0.2499465	0.06174016	0.296255	FRE1997	0.185465274	0.13012659
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1998	1999	2	5	Y	5	0	0.06635946	0.3531162	0.1135749	0.426586	FRE1998	0.224378239	0.155921425
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	1999	2000	2	5	Y	5	0	0.05765175	0.3301616	0.11275	0.4056858	FRE1999	0.247123269	0.161018825
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2000	2001	2	5	Y	5	0	0.03611236	0.4009539	0.2162135	0.5304758	FRE2000	0.28537684	0.182891872
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2001	2002	2	5	Y	5	0	0.02482038	0.5139897	0.2619161	0.6412836	FRE2001	0.227705248	0.194554962
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2002	2003	2	5	Y	5	0	0.04336013	0.4959806	0.2053917	0.599502	FRE2002	0.241746685	0.196293896
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2003	2004	2	5	Y	5	0	0.00892007	0.488885	0.1488844	0.5649821	FRE2003	0.233706393	0.194308757
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2004	2005	2	5	Y	5	0	0.00852992	0.3534251	0.1786097	0.4689096	FRE2004	0.210191047	0.173808819
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2005	2006	2	5	Y	5	0	0.03558234	0.3581762	0.1577745	0.4594396	FRE2005	0.213759989	0.174080234
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2006	2007	2	5	Y	5	0	0.02842868	0.2913103	0.2299237	0.4542549	FRE2006	0.207289089	0.163109294
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2007	2008	2	5	Y	5	0	0.02227301	0.4239224	0.1903944	0.5336044	FRE2007	0.211554319	0.166459294
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2008	2009	2	5	N	4	1	0.01065168	0.4193397	0.2033896	0.53744	FRE2008	NA	NA
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2009	2010	2	5	N	3	2	0.01230977	0.3374242	0.1274904	0.4218962	FRE2009	NA	NA
SHU	FRE	'Lower Shuswap River Summers'	FRE.SHU	oceantype	Summer	MFR	2010	2011	2	5	N	2	3	0.03574263	NA	NA	NA	FRE2010	NA	NA
CHI	FRL	'Chilliwack (Harrison Fall Stock)'	FRL.CHI	oceantype	Fall	LFR	1981	1982	2	5	Y	5	0	0.2985585	0.6192737	0.2152259	0.7012159	FRL1981	0.676473606	0.558129759
CHI	FRL	'Chilliwack (Harrison Fall Stock)'	FRL.CHI	oceantype	Fall	LFR	1982	1983	2	5	Y	5	0	0.05007159	0.7298084	0.3863474	0.8341963	FRL1982	0.649532574	0.585469519
CHI	FRL	'Chilliwack (Harrison Fall Stock)'	FRL.CHI	oceantype	Fall	LFR	1983	1984	2	5	Y	5	0	0.09483955	0.6332214	0.1286087	0.6803923	FRL1983	0.687917693	0.628134804
